Customer ID,Recency,Frequency,Monetary,Cluster,Segment,CLV,predicted_avg_value
12379,77,4,1620.22,2,At-Risk,220.8497832641658,422.94471563252216
12380,17,11,9676.300000000001,3,Champions,880.1681085978397,954.3752139770087
12381,28,4,1698.3,1,New / Promising,252.35302752095328,147.59589435021186
12383,180,5,1850.56,2,At-Risk,249.44281508752576,316.205740535043
12384,24,2,585.27,1,New / Promising,229.08400989310212,307.4720417149408
12385,374,1,1938.4,2,At-Risk,,
12386,333,2,660.8,0,Lost / Hibernating,30.319138219018896,156.31848786631917
12387,410,1,143.94,0,Lost / Hibernating,,
12388,11,8,3901.11,3,Champions,512.2176156451584,493.76019389631574
12389,398,3,1433.33,2,At-Risk,162.7914167592731,643.4347571937145
12390,75,1,549.84,1,New / Promising,,
12391,17,6,2773.42,3,Champions,289.5356242834587,519.5324134531639
12392,586,1,234.75000000000003,0,Lost / Hibernating,,
12393,67,6,2399.4500000000003,2,At-Risk,416.5676723826209,422.34758612003515
12394,59,2,1272.48,1,New / Promising,440.49057001198787,912.5915170166628
12395,14,15,5067.27,3,Champions,548.1357340354492,304.3607424735619
12396,669,1,931.43,0,Lost / Hibernating,,
12397,31,2,2409.9,1,New / Promising,840.8283916478007,1219.4762794734609
12398,41,1,1635.6599999999999,1,New / Promising,,
12399,115,7,1962.3,2,At-Risk,236.38328446042726,295.1806808266861
12400,409,1,205.25,0,Lost / Hibernating,,
12401,298,1,84.3,0,Lost / Hibernating,,
12402,318,6,1256.9,2,At-Risk,107.15124276671293,215.82759911397886
12403,45,2,1019.36,1,New / Promising,104.66249114994105,444.01347904630694
12404,677,1,63.24,0,Lost / Hibernating,,
12405,144,1,1710.39,2,At-Risk,,
12406,17,5,6390.36,3,Champions,735.6408896941056,1383.8142718206989
12407,45,5,1708.1200000000001,2,At-Risk,456.0521712244291,374.3520707209991
12408,28,8,4340.7699999999995,3,Champions,716.5162922158314,694.2647783598541
12409,74,7,23419.29,3,Champions,2531.8167070997843,2776.233765333419
12410,304,3,1013.71,2,At-Risk,151.7902115939728,712.4378573643263
12411,405,1,346.9,0,Lost / Hibernating,,
12412,70,6,2596.93,2,At-Risk,313.7143502122885,388.35681529541756
12413,62,4,999.45,2,At-Risk,172.5535341088187,257.4905732103521
12414,212,6,952.41,2,At-Risk,102.01932043775996,192.03343037800033
12415,19,28,144458.37,3,Champions,21775.132939835523,6464.118844646012
12416,652,1,202.56,0,Lost / Hibernating,,
12417,34,19,6447.18,3,Champions,701.1536468760581,341.8516635496509
12418,108,4,2021.2,2,At-Risk,252.93776170259767,564.9441344847373
12419,381,2,503.01,0,Lost / Hibernating,31.00420332581385,193.80877298320553
12420,59,1,600.39,1,New / Promising,,
12421,11,6,1098.6,1,New / Promising,179.45234279957967,206.92907184621342
12422,91,17,5231.8,3,Champions,594.1022883636224,397.8948746566844
12423,96,9,2413.75,2,At-Risk,366.6778581583967,266.17651786513704
12424,158,4,3340.03,2,At-Risk,523.410392704338,1460.1910964719973
12425,73,2,1741.41,2,At-Risk,212.88534584385843,797.190154204037
12426,190,2,1345.21,2,At-Risk,110.75236052293168,600.6743658837973
12427,17,3,1129.3,1,New / Promising,140.4393209802215,268.39260653453744
12428,21,9,7956.46,3,Champions,837.4756817918723,500.69058411931155
12429,4,8,7485.91,3,Champions,988.1529869556082,1220.5895738403724
12430,38,1,256.4,1,New / Promising,,
12431,31,27,10857.97,3,Champions,1162.1963028519237,424.0785195711635
12432,38,5,5059.32,2,At-Risk,839.9239893324938,881.7653034420307
12433,4,8,17942.57,3,Champions,3164.598423188868,2546.9107529477233
12434,80,3,1103.43,2,At-Risk,206.25911590429249,411.05518666681223
12435,75,6,13925.93,3,Champions,1580.7586542617328,2591.3195158360845
12436,95,1,509.01,0,Lost / Hibernating,,
12437,4,38,12517.5,3,Champions,1343.133727513436,373.58751011183267
12438,9,2,2906.85,1,New / Promising,1397.5916314726164,2049.8103058264087
12439,678,2,1158.18,2,At-Risk,6.184125894823338,89.13913060026515
12440,458,2,859.2,0,Lost / Hibernating,45.442280677006586,305.5621592655899
12441,362,1,347.1,0,Lost / Hibernating,,
12443,727,1,485.31,0,Lost / Hibernating,,
12444,16,5,5005.46,3,Champions,1357.9971547954494,788.7906782848719
12445,17,2,434.98,1,New / Promising,41.9812593313766,146.61749764739443
12446,53,1,1002.3100000000001,1,New / Promising,,
12447,238,1,476.49,0,Lost / Hibernating,,
12448,39,1,449.45,1,New / Promising,,
12449,17,6,4835.89,3,Champions,820.3022908415803,835.5358689199438
12450,151,5,688.2,2,At-Risk,97.77784552372353,138.22753891490348
12451,6,8,12669.88,3,Champions,1726.28085770886,1758.1005866872933
12452,12,2,430.57,1,New / Promising,,
12453,129,1,707.09,0,Lost / Hibernating,,
12454,51,5,16679.78,3,Champions,2477.7913153046948,2997.2884594231555
12455,68,10,5879.95,3,Champions,505.24640784877556,473.3487631283936
12456,39,3,3181.04,2,At-Risk,803.1034761499798,1132.173716800615
12457,62,8,2995.91,2,At-Risk,449.0777537857123,339.77976783395013
12458,66,4,1777.49,2,At-Risk,267.37105822999604,471.15868961103513
12459,600,1,454.36,0,Lost / Hibernating,,
12460,451,1,326.65,0,Lost / Hibernating,,
12461,89,2,826.88,1,New / Promising,126.3743671783574,213.918117291185
12462,14,2,1189.59,1,New / Promising,167.73591010140396,443.7911646871232
12463,48,4,1344.78,1,New / Promising,343.5161603386521,336.46796599560724
12464,5,8,1212.05,1,New / Promising,263.5180609818007,168.59938928916142
12465,12,2,742.1899999999999,1,New / Promising,188.41275015243173,316.23324850640716
12466,677,1,56.73,0,Lost / Hibernating,,
12467,418,1,132.8,0,Lost / Hibernating,,
12468,183,5,3670.74,2,At-Risk,421.1459707186094,812.4146614731915
12469,518,2,3070.54,2,At-Risk,99.49790980921205,1137.2300717736396
12470,685,1,211.95,0,Lost / Hibernating,,
12471,6,78,37725.28,3,Champions,4111.09538733085,794.9831995466059
12472,27,19,17880.59,3,Champions,1915.2620252021622,923.0811509585205
12473,24,5,3938.5499999999997,3,Champions,1354.2024517323755,1096.4886471061802
12474,12,31,12424.45,3,Champions,1516.4474278535363,438.64312757414746
12475,49,2,1149.64,1,New / Promising,215.96708512568466,742.80397778919
12476,11,23,14115.41,3,Champions,2087.219325199303,759.0154555374555
12477,18,9,20276.37,3,Champions,2521.6573758154964,2286.329067137278
12479,6,1,527.2,1,New / Promising,,
12480,23,7,5464.85,3,Champions,852.8586294951966,838.8957202767419
12481,18,15,12361.39,3,Champions,1298.1597887094106,784.3038336450439
12482,571,29,23691.4,3,Champions,17.064505980459835,3460.27072439742
12483,12,19,5120.58,3,Champions,595.8409924793256,284.32535751690375
12484,28,12,6370.15,3,Champions,725.2522515621339,529.2773728876646
12485,524,1,708.1,0,Lost / Hibernating,,
12486,427,1,1037.28,0,Lost / Hibernating,,
12487,726,1,285.29999999999995,0,Lost / Hibernating,,
12488,5,3,1298.66,1,New / Promising,629.4581022733049,380.46093901795524
12489,332,1,334.93,0,Lost / Hibernating,,
12490,13,20,9361.34,3,Champions,995.743199042555,461.78413036097413
12491,34,1,460.40000000000003,1,New / Promising,,
12492,58,3,715.21,1,New / Promising,66.62151058073624,138.16977717126562
12493,161,2,433.74,0,Lost / Hibernating,92.87546689905977,215.17116186112946
12494,11,9,1872.8700000000001,3,Champions,228.39934125065332,192.71216962665397
12495,636,1,357.4,0,Lost / Hibernating,,
12496,615,2,54.09,0,Lost / Hibernating,,
12497,77,3,6248.5,2,At-Risk,808.0662179643257,2537.423251448385
12498,17,3,403.70000000000005,1,New / Promising,194.47139043572818,169.90997937095858
12499,555,1,393.72,0,Lost / Hibernating,,
12500,18,19,5955.21,3,Champions,691.0547537039517,348.06841638475277
12501,332,1,2169.39,2,At-Risk,,
12502,91,5,3723.87,2,At-Risk,812.4624000851979,781.611995223721
12503,579,1,1126.0,0,Lost / Hibernating,,
12504,13,4,779.05,1,New / Promising,105.22178339402959,219.54222196945932
12505,404,1,955.2,0,Lost / Hibernating,,
12506,228,1,73.5,0,Lost / Hibernating,,
12507,129,4,1844.06,2,At-Risk,209.22297380207203,440.3618213981748
12508,21,2,398.27,1,New / Promising,200.70674327950536,136.1889331620503
12509,279,1,176.5,0,Lost / Hibernating,,
12510,138,9,5178.02,2,At-Risk,552.0724498239601,680.1302178776403
12511,424,1,3084.02,2,At-Risk,,
12512,61,2,138.03,0,Lost / Hibernating,,
12513,108,1,612.29,0,Lost / Hibernating,,
12514,262,2,1597.76,2,At-Risk,191.91671859062063,1040.1999591881022
12515,348,1,383.7,0,Lost / Hibernating,,
12516,73,4,2648.62,2,At-Risk,311.2855362842921,659.2380103314334
12517,23,5,2502.84,1,New / Promising,725.1590568784368,584.5555212917319
12518,24,4,1717.75,1,New / Promising,848.4822369731735,469.8340931287615
12519,59,2,726.54,1,New / Promising,90.62351564039213,356.2397279613271
12520,74,5,2634.26,2,At-Risk,482.2533730527881,415.7147201187337
12521,138,1,599.68,0,Lost / Hibernating,,
12522,34,2,192.72,1,New / Promising,135.71048351752978,116.22106162809678
12523,15,23,4372.15,3,Champions,490.8017724890854,195.9691483244872
12524,4,17,11126.11,3,Champions,1326.5182642955122,705.749882235769
12525,493,3,973.73,2,At-Risk,38.15161050663919,210.59174437553375
12526,49,2,1039.58,1,New / Promising,453.08396425666854,536.5568836555914
12527,77,5,735.51,2,At-Risk,75.15014641117206,111.64084504981012
12528,4,6,1933.48,1,New / Promising,382.6277550957901,290.9339750958505
12529,524,1,316.48,0,Lost / Hibernating,,
12530,55,9,3759.26,3,Champions,455.40063638769425,427.29993575572695
12531,10,2,1933.2,1,New / Promising,25.600947157256385,138.35144556501893
12532,25,1,349.83000000000004,1,New / Promising,,
12533,623,2,1367.89,2,At-Risk,47.28461739634515,454.3915175409275
12534,126,1,1089.18,0,Lost / Hibernating,,
12535,87,2,716.35,1,New / Promising,189.54307586887066,360.34243840808074
12536,38,3,12601.830000000002,2,At-Risk,9152.083732069315,8421.481312805068
12537,404,1,732.94,0,Lost / Hibernating,,
12538,24,2,640.45,1,New / Promising,118.80048983688485,379.5928408737596
12539,17,7,11214.75,3,Champions,769.6703390094295,1218.0122076092134
12540,15,33,22254.49,3,Champions,2471.0626934847405,728.7055736390605
12541,25,3,981.18,1,New / Promising,225.7158161407598,342.0158264393275
12542,479,2,481.88,0,Lost / Hibernating,19.189572304095293,130.135919473367
12543,443,1,980.25,0,Lost / Hibernating,,
12544,31,1,372.7,1,New / Promising,,
12545,70,2,1000.39,1,New / Promising,162.50294254959658,387.9700501357269
12546,42,2,1161.5,1,New / Promising,396.7311811437949,417.3357559442638
12547,193,3,383.58,0,Lost / Hibernating,41.79503074920327,110.31981393447957
12548,161,1,95.19999999999999,0,Lost / Hibernating,,
12549,571,6,1575.68,2,At-Risk,10.345274416950344,257.9090189441746
12550,74,1,964.83,1,New / Promising,,
12551,353,1,168.0,0,Lost / Hibernating,,
12552,34,2,437.82,1,New / Promising,172.6912477826985,133.0765321334786
12553,3,12,4608.75,3,Champions,782.0904898563865,371.4834927387725
12554,444,1,468.5,0,Lost / Hibernating,,
12555,677,1,129.23,0,Lost / Hibernating,,
12556,46,2,603.71,1,New / Promising,193.07182663941126,305.6834216433265
12557,11,8,18716.14,3,Champions,2045.6669513522575,2400.0251639400035
12558,3,1,269.96,1,New / Promising,,
12559,306,2,561.71,0,Lost / Hibernating,17.460747546513957,88.20945237095152
12560,107,2,1436.31,2,At-Risk,92.74202888459544,157.3290076807905
12561,298,1,238.85,0,Lost / Hibernating,,
12562,3,9,4966.92,3,Champions,867.5439244171885,569.8178925923079
12563,404,1,249.24,0,Lost / Hibernating,,
12564,256,1,456.9,0,Lost / Hibernating,,
12565,284,1,145.92,0,Lost / Hibernating,,
12566,81,1,351.65,0,Lost / Hibernating,,
12567,18,15,13709.86,3,Champions,1668.8004121616132,1016.1422701097214
12568,640,1,70.0,0,Lost / Hibernating,,
12569,3,28,3704.86,3,Champions,970.6776722898899,153.15752642314814
12570,677,1,77.52,0,Lost / Hibernating,,
12571,35,2,519.61,1,New / Promising,211.09450039283044,285.92775927041197
12572,4,2,1020.42,1,New / Promising,616.4813034475272,504.6244575182973
12573,222,5,717.41,2,At-Risk,91.39389905156588,144.6467453812469
12574,311,1,218.45,0,Lost / Hibernating,,
12575,453,2,622.8199999999999,0,Lost / Hibernating,42.92025613169955,295.79043265965214
12576,31,8,2142.72,3,Champions,288.1633747129752,254.61597059361438
12577,30,8,1653.75,3,Champions,184.11746284590694,364.67187729147236
12578,16,4,4642.45,3,Champions,759.7884259150003,1218.3214190098415
12579,73,1,440.42,0,Lost / Hibernating,,
12580,242,2,1052.9,2,At-Risk,87.64631220152806,431.88724127265095
12581,35,1,197.71,1,New / Promising,,
12582,234,4,1980.4,2,At-Risk,173.6986475469359,386.3343406363502
12583,14,26,13752.67,3,Champions,1468.198548116396,518.0925865913204
12584,13,8,2137.7000000000003,3,Champions,470.01660617558434,241.1817056323075
12585,229,2,2040.1,2,At-Risk,228.92838059506556,797.2406801947604
12586,12,4,2062.67,1,New / Promising,222.11692288646438,552.587923864741
12587,3,1,144.0,1,New / Promising,,
12588,34,4,958.78,1,New / Promising,110.74455705910628,322.4640565438037
12589,24,8,4695.66,3,Champions,537.1412962442264,1000.5668416356534
12590,206,2,9864.26,2,At-Risk,,
12591,312,3,1352.15,2,At-Risk,101.80378939916187,334.5871591114138
12592,87,5,2582.66,2,At-Risk,86.84028184122789,225.82101501394953
12593,104,3,418.09999999999997,1,New / Promising,73.15354125180401,97.40257778242396
12594,33,15,5090.110000000001,3,Champions,641.3488334483499,380.89433768046365
12595,500,1,299.02,0,Lost / Hibernating,,
12596,47,2,618.27,1,New / Promising,162.66511725303982,363.7984161735727
12597,14,4,3811.22,1,New / Promising,1054.0629558586552,1106.0919716026633
12598,5,11,4534.09,3,Champions,518.515870974183,435.65850013432805
12599,24,13,2296.72,3,Champions,261.0537604858449,150.87515175868228
12600,24,21,5043.92,3,Champions,543.8938223662601,238.60975823410186
12601,185,6,681.26,2,At-Risk,100.62359294859453,117.99590766156841
12602,54,1,153.12,0,Lost / Hibernating,,
12603,17,1,739.1999999999999,1,New / Promising,,
12604,74,2,254.18,0,Lost / Hibernating,36.67675076057948,88.29029395610922
12605,371,4,1232.95,2,At-Risk,59.90442129133922,330.3634493790687
12606,677,1,21.0,0,Lost / Hibernating,,
12607,55,1,1579.51,1,New / Promising,,
12608,400,1,415.79,0,Lost / Hibernating,,
12609,73,9,3435.86,2,At-Risk,373.6356192833096,390.12656250957394
12610,18,5,2099.54,1,New / Promising,620.9768854735221,291.8799307904657
12611,48,1,1193.32,1,New / Promising,,
12612,69,1,704.0400000000001,1,New / Promising,,
12613,52,10,6835.07,3,Champions,663.656296787086,786.3052627454258
12614,273,1,315.6,0,Lost / Hibernating,,
12615,32,7,5318.13,3,Champions,592.0690521233983,836.6101055450614
12616,90,3,1131.1,2,At-Risk,179.27573791204867,364.3922993377522
12617,24,1,355.53,1,New / Promising,,
12618,17,1,177.31,1,New / Promising,,
12619,11,10,3781.38,3,Champions,551.4157687338491,406.35126712442155
12620,10,3,1339.41,1,New / Promising,337.91697641864914,396.78591295642866
12621,19,34,23587.61,3,Champions,2865.450306030238,777.7652645091316
12622,227,1,180.1,0,Lost / Hibernating,,
12623,271,7,3747.84,2,At-Risk,228.12606461212766,363.93330339834233
12624,101,2,641.13,1,New / Promising,189.66761786560394,356.59340989639213
12625,207,4,5164.88,2,At-Risk,632.0788589069124,1407.1767659521777
12626,18,9,6620.48,3,Champions,1345.4548627423558,692.9230878447867
12627,6,7,4478.53,3,Champions,1781.768268245323,621.4450992417055
12628,28,2,571.21,1,New / Promising,268.3297328346308,251.88334672087288
12629,381,2,1558.22,2,At-Risk,146.07089534505548,874.6566031814091
12630,5,2,1270.88,1,New / Promising,770.8354928341062,586.8908756144084
12631,52,6,3481.57,2,At-Risk,367.20344623998204,690.567545213182
12632,516,2,804.88,0,Lost / Hibernating,46.91004586937457,426.6931694262683
12633,54,7,5678.16,3,Champions,567.6229036971795,579.9163781672185
12634,531,2,490.0,0,Lost / Hibernating,11.850986993699562,143.1817302781919
12635,85,4,2930.41,2,At-Risk,441.5556979135489,739.489825489785
12636,734,1,141.0,0,Lost / Hibernating,,
12637,62,12,8340.31,3,Champions,1163.4336675913391,766.2137680730066
12638,29,2,921.49,1,New / Promising,135.95086690709846,690.5702085791669
12639,234,3,1312.37,2,At-Risk,166.53802786042007,538.0411677491799
12640,19,3,1174.58,1,New / Promising,332.007846604723,211.94378193386177
12641,110,1,185.9,0,Lost / Hibernating,,
12642,20,3,1013.26,1,New / Promising,439.1283747707064,330.9733486859944
12643,124,12,8350.42,3,Champions,807.767271014229,615.5319037310737
12644,125,4,1918.49,2,At-Risk,172.19366718680595,420.87754233442865
12645,29,8,3539.3,3,Champions,415.0841588437434,454.5819285395077
12646,45,1,731.6899999999999,1,New / Promising,,
12647,18,36,17924.35,3,Champions,1960.401352877991,534.1352152697123
12648,150,4,1112.0,2,At-Risk,123.65791278643721,307.0458683741975
12649,102,8,2294.65,2,At-Risk,250.90787167239753,333.9195613883699
12651,330,4,377.75,0,Lost / Hibernating,31.647392702620664,97.15084498362714
12652,326,2,1017.03,2,At-Risk,203.36526199203615,941.4721733142535
12653,144,3,4160.83,2,At-Risk,416.6484962429664,1116.5825625034647
12654,6,5,601.98,1,New / Promising,132.10335205767305,149.54264978628058
12655,419,1,261.35,0,Lost / Hibernating,,
12656,12,8,6407.83,3,Champions,838.2528038247316,783.2392744800285
12657,6,4,1643.18,1,New / Promising,842.1759078510079,520.927086388188
12658,14,1,686.05,1,New / Promising,,
12659,25,1,91.68,1,New / Promising,,
12660,6,1,245.1,1,New / Promising,,
12661,431,1,162.0,0,Lost / Hibernating,,
12662,18,19,6763.07,3,Champions,844.4888607794693,370.72120496953505
12663,620,2,239.4,0,Lost / Hibernating,8.021645384923735,98.36517650638838
12664,3,11,6070.04,3,Champions,656.0273156867208,553.8416823596341
12665,320,3,313.6,0,Lost / Hibernating,21.849856819764394,78.6549937951993
12666,389,1,1248.42,0,Lost / Hibernating,,
12667,53,1,620.13,1,New / Promising,,
12668,7,10,11444.68,3,Champions,1233.693112196246,1079.096097740119
12669,146,3,2744.0299999999997,2,At-Risk,511.4811001239417,813.9473005627754
12670,5,7,3760.29,3,Champions,472.09533487058417,592.0908347916118
12671,601,1,2622.481,2,At-Risk,,
12672,325,2,437.05,0,Lost / Hibernating,45.099445259837225,240.0905804859925
12673,322,2,840.4,0,Lost / Hibernating,51.458719625208516,235.03798141363583
12674,34,4,1970.6,1,New / Promising,540.0632672515856,466.803576934469
12675,549,2,958.5,0,Lost / Hibernating,2.159113682525774,24.698282031428406
12676,20,11,2843.09,3,Champions,396.9771273459512,286.716996933912
12677,550,2,395.1,0,Lost / Hibernating,26.658495005375457,218.36440447485887
12678,38,21,34281.18,3,Champions,3824.2743243015893,1893.0752144998778
12679,54,4,1113.02,1,New / Promising,99.27259170055073,110.60085118368265
12680,69,3,613.36,1,New / Promising,187.08257160861865,157.45516048466536
12681,10,45,30868.28,3,Champions,3385.96367216758,711.2579898711836
12682,4,51,23397.28,3,Champions,2565.249980978653,499.7363819822896
12683,45,19,11899.3,3,Champions,1345.9048105110899,777.3855988560388
12684,3,7,2283.63,3,Champions,636.1262363735926,301.56008274136065
12685,23,6,2863.08,3,Champions,1448.58637875306,466.0766326189933
12686,367,1,178.28,0,Lost / Hibernating,,
12687,476,2,2138.91,2,At-Risk,,
12688,109,1,4873.8099999999995,2,At-Risk,,
12689,21,2,1247.61,1,New / Promising,546.9555111753394,756.1428393402114
12690,201,1,389.01,0,Lost / Hibernating,,
12691,23,7,1170.4,1,New / Promising,209.68857513354817,174.88529565104307
12692,632,1,110.95,0,Lost / Hibernating,,
12693,122,7,1703.02,2,At-Risk,180.17644355470657,189.555749622319
12694,66,3,1843.35,2,At-Risk,205.35019249774064,442.98639338821664
12695,2,7,1407.1200000000001,1,New / Promising,123.36837132771996,154.45985649267388
12696,430,2,851.91,0,Lost / Hibernating,86.55564350666828,552.1997303836076
12697,24,3,957.59,1,New / Promising,283.11664377329896,290.9047858049876
12698,585,1,339.75,0,Lost / Hibernating,,
12699,413,1,638.11,0,Lost / Hibernating,,
12700,3,4,4939.99,3,Champions,1470.3165070764358,1290.8965954641078
12701,75,6,2446.41,2,At-Risk,267.93431844100996,382.9535654049006
12702,15,1,219.0,1,New / Promising,,
12703,66,4,1006.53,2,At-Risk,64.65961897512162,154.09845889955477
12704,3,8,2340.84,3,Champions,848.0451787370826,337.74787036255174
12705,10,14,11762.1,3,Champions,1595.9457570027403,930.7828085290489
12707,287,1,603.42,0,Lost / Hibernating,,
12708,25,18,5314.1,3,Champions,595.0570302719276,301.3799188757804
12709,10,34,31093.34,3,Champions,3344.5171103263233,1051.9436505192325
12710,92,3,1149.02,2,At-Risk,179.1665705599181,222.03128892108967
12711,607,2,1339.05,2,At-Risk,76.35521738565454,809.8721778756521
12712,24,21,7193.66,3,Champions,785.5374994632134,343.7564886847456
12714,4,12,14093.71,3,Champions,1565.397083678049,1221.4060335265613
12715,101,1,353.86,0,Lost / Hibernating,,
12716,128,1,677.9,0,Lost / Hibernating,,
12717,146,3,1308.91,2,At-Risk,177.15274473555417,524.0634114305548
12718,66,1,238.25,0,Lost / Hibernating,,
12719,60,1,283.6,0,Lost / Hibernating,,
12720,10,29,7878.2,3,Champions,1106.2199084746378,302.6326809790282
12721,27,8,4013.08,3,Champions,584.8170850341817,468.2994719313086
12722,80,4,997.63,2,At-Risk,316.4346656909515,236.28699467213974
12723,11,4,647.79,1,New / Promising,392.6898188491248,363.859047362441
12724,77,6,2109.2799999999997,2,At-Risk,251.94701593535015,310.5608394051358
12725,366,4,2694.56,2,At-Risk,187.3845585160677,567.737159895592
12726,23,11,4014.6,3,Champions,494.9529947732242,364.87296024998216
12727,6,10,5679.53,3,Champions,652.4543713122428,617.2909186479758
12728,66,5,1070.17,2,At-Risk,189.26223278686797,212.55849079284673
12729,109,1,453.01,0,Lost / Hibernating,,
12730,517,1,829.25,0,Lost / Hibernating,,
12731,19,17,25775.71,3,Champions,3117.217488918647,1611.852068611285
12732,175,1,236.26000000000002,0,Lost / Hibernating,,
12733,229,4,2424.87,2,At-Risk,172.6318235127137,436.96336173658403
12734,348,3,639.65,2,At-Risk,50.21662762427637,261.8585960296066
12735,310,2,779.5699999999999,0,Lost / Hibernating,98.5795951653621,476.45116509083664
12736,328,1,234.0,0,Lost / Hibernating,,
12737,494,2,3710.5,2,At-Risk,,
12738,367,1,310.7,0,Lost / Hibernating,,
12739,74,4,2726.73,2,At-Risk,293.3784351244251,432.4108975639216
12740,59,1,427.6,1,New / Promising,,
12741,524,2,406.07,0,Lost / Hibernating,13.934767115127464,183.6025228570451
12742,621,1,1201.52,0,Lost / Hibernating,,
12743,129,2,546.43,0,Lost / Hibernating,,
12744,47,11,25317.06,3,Champions,3501.150487870349,3444.5228116414573
12745,482,3,925.41,2,At-Risk,75.1317723818455,369.69490017059996
12746,536,1,254.55,0,Lost / Hibernating,,
12747,17,25,8838.039999999999,3,Champions,961.9465927664761,353.03151372868945
12748,1,331,55844.23,3,Champions,6174.186446360187,280.9997295808216
12749,18,8,6134.3,3,Champions,897.1271380406267,1064.8352840623563
12750,124,1,275.88,0,Lost / Hibernating,,
12751,440,1,268.27,0,Lost / Hibernating,,
12752,76,1,4366.78,2,At-Risk,,
12753,18,6,21429.39,3,Champions,4138.72906839925,3577.546900433583
12754,231,3,3010.74,2,At-Risk,646.3319689662965,1496.2186251638009
12755,276,11,9030.66,2,At-Risk,678.1152808686631,1005.5410165773596
12756,82,1,112.07999999999998,0,Lost / Hibernating,,
12757,11,13,7857.1,3,Champions,2319.4252593016045,839.6227362643777
12758,112,7,9903.24,2,At-Risk,885.8856908555481,1245.5362619517098
12759,47,8,5020.74,3,Champions,539.9968201372507,647.272781338623
12760,451,1,347.8,0,Lost / Hibernating,,
12761,453,2,782.95,0,Lost / Hibernating,3.8275993100165238,37.0771497587022
12762,3,2,1898.52,1,New / Promising,2326.4235897170292,1463.8603914052076
12763,133,2,814.16,2,At-Risk,57.44570779950744,187.64460211493042
12764,312,1,1693.88,2,At-Risk,,
12765,467,6,1404.58,2,At-Risk,21.45499249990824,254.38387559534632
12766,53,8,9349.85,3,Champions,1705.3221521770363,1214.2602827689607
12767,371,1,949.82,0,Lost / Hibernating,,
12768,446,1,168.69000000000003,0,Lost / Hibernating,,
12769,234,1,1143.6,0,Lost / Hibernating,,
12770,206,2,3246.45,2,At-Risk,342.1025239983901,1377.481157664198
12771,481,1,282.3,0,Lost / Hibernating,,
12772,55,1,892.47,1,New / Promising,,
12773,559,1,124.25,0,Lost / Hibernating,,
12774,531,1,98.7,0,Lost / Hibernating,,
12775,12,7,1686.12,3,Champions,313.29485736344526,254.7238194824322
12776,663,1,55.5,0,Lost / Hibernating,,
12777,453,1,519.45,0,Lost / Hibernating,,
12778,15,9,1775.68,3,Champions,200.69655843640712,176.3258463088548
12779,33,14,6722.2699999999995,3,Champions,732.2950368291505,489.78769248789354
12780,594,1,337.4,0,Lost / Hibernating,,
12781,59,2,826.74,1,New / Promising,114.53548149298663,292.2131925164237
12782,145,10,4365.99,2,At-Risk,589.5472937798476,454.9241180079549
12783,28,5,1825.33,1,New / Promising,1121.92776394138,501.0724935023796
12784,4,3,1804.75,1,New / Promising,113.29813509916816,294.58896249738325
12785,359,3,1100.4,2,At-Risk,94.86208386393947,374.5451464300294
